Entity,Code_x,Year,"Youth literacy rate, population 15-24 years, female (%), LR.AG15T24.F","Youth literacy rate, population 15-24 years, male (%), LR.AG15T24.M",Average Youth Literacy Rate,Combined Youth Literacy Rate (%)
Upper-middle income countries,,2006,98.09344,98.41969,98.256565,98.256565
Upper-middle income countries,,2007,98.37198,98.58226,98.47712,98.47712
Upper-middle income countries,,2008,98.69447,98.8514,98.77293499999999,98.77293499999999
Upper-middle income countries,,2009,98.29902,98.4883,98.39366,98.39366
Upper-middle income countries,,2010,98.30726,98.45024,98.37875,98.37875
Upper-middle income countries,,2011,98.34031,98.47376,98.40703500000001,98.40703500000001
Upper-middle income countries,,2012,98.88777,98.98949,98.93863,98.93863
Upper-middle income countries,,2013,98.38168,98.48384,98.43276,98.43276
Upper-middle income countries,,2014,99.13395,99.19613,99.16504,99.16504
Upper-middle income countries,,2015,98.44961,98.58036,98.514985,98.514985
Upper-middle income countries,,2016,99.22168,99.2585,99.24009000000001,99.24009000000001
Upper-middle income countries,,2017,99.24585,99.17247,99.20916,99.20916
Upper-middle income countries,,2018,98.38012,98.4733,98.42671,98.42671
Upper-middle income countries,,2019,98.49222,98.59279,98.542505,98.542505
Upper-middle income countries,,2020,98.49981,98.59862,98.549215,98.549215
Upper-middle income countries,,2021,98.48133,98.55894,98.52013500000001,98.52013500000001
Upper-middle income countries,,2022,98.48398,98.55765,98.520815,98.520815
Uruguay,URY,1975,98.83565,97.74089,98.28827,98.28827
Uruguay,URY,1985,98.99508,98.26305,98.629065,98.629065
Uruguay,URY,1996,99.0173,98.15317,98.58523500000001,98.58523500000001
Uruguay,URY,2006,99.11466,98.31211,98.713385,98.713385
Uruguay,URY,2007,99.01907,98.4888,98.753935,98.753935
Uruguay,URY,2008,99.24,98.57,98.905,98.905
Uruguay,URY,2009,99.31,98.64,98.975,98.975
Uruguay,URY,2010,99.18,98.37,98.775,98.775
Uruguay,URY,2011,99.12,98.6,98.86,98.86
Uruguay,URY,2012,99.3,98.63,98.965,98.965
Uruguay,URY,2013,99.31,98.56,98.935,98.935
Uruguay,URY,2014,99.39,98.31,98.85,98.85
Uruguay,URY,2015,99.23,98.65,98.94,98.94
Uruguay,URY,2016,99.44,98.88,99.16,99.16
Uruguay,URY,2017,99.32,98.57,98.945,98.945
Uruguay,URY,2018,99.18,98.59,98.885,98.885
Uruguay,URY,2019,99.32,98.74,99.03,99.03
Uruguay,URY,2021,99.22,99.15,99.185,99.185
Uruguay,URY,2022,99.38,98.9,99.14,99.14
Uzbekistan,UZB,2000,99.89448,99.85337,99.873925,99.873925
Uzbekistan,UZB,2013,99.99996,99.99993,99.999945,99.999945
Uzbekistan,UZB,2014,99.99996,99.99997,99.999965,99.999965
Uzbekistan,UZB,2015,99.99996,99.99996,99.99996,99.99996
Uzbekistan,UZB,2016,99.99993,99.99993,99.99993,99.99993
Uzbekistan,UZB,2018,99.99992,99.99993,99.999925,99.999925
Uzbekistan,UZB,2019,99.99992,99.99992,99.99992,99.99992
Uzbekistan,UZB,2021,99.99991,99.99992,99.999915,99.999915
Uzbekistan,UZB,2022,99.99991,99.99992,99.999915,99.999915
Vanuatu,VUT,1979,67.64406,75.74416,71.69411,71.69411
Vanuatu,VUT,1984,74.3,79.82,77.06,77.06
Vanuatu,VUT,1994,85.1,87.14,86.12,86.12
Vanuatu,VUT,2004,91.8,91.93,91.86500000000001,91.86500000000001
Vanuatu,VUT,2014,95.6,95.09,95.345,95.345
Vanuatu,VUT,2021,97.2,96.6,96.9,96.9
Venezuela,VEN,1981,93.88531,92.32982,93.107565,93.107565
Venezuela,VEN,1990,96.35971,94.52075,95.44023000000001,95.44023000000001
Venezuela,VEN,2000,98.24,96.9,97.57,97.57
Venezuela,VEN,2001,98.26,96.99,97.625,97.625
Venezuela,VEN,2002,98.36,97.23,97.795,97.795
Venezuela,VEN,2003,98.47,97.19,97.83,97.83
Venezuela,VEN,2004,98.62,97.66,98.14,98.14
Venezuela,VEN,2005,98.53,97.62,98.075,98.075
Venezuela,VEN,2006,98.79,97.8,98.295,98.295
Venezuela,VEN,2007,98.84,97.97,98.405,98.405
Venezuela,VEN,2008,98.87,98.06,98.465,98.465
Venezuela,VEN,2009,98.8,98.27,98.535,98.535
Venezuela,VEN,2010,98.82,98.1,98.46,98.46
Venezuela,VEN,2011,98.95,98.28,98.61500000000001,98.61500000000001
Venezuela,VEN,2012,99.08,98.55,98.815,98.815
Venezuela,VEN,2013,98.95,98.53,98.74000000000001,98.74000000000001
Venezuela,VEN,2014,99.18,98.6,98.89,98.89
Venezuela,VEN,2015,99.31739,98.71199,99.01469,99.01469
Venezuela,VEN,2016,99.09258,98.44194,98.76726,98.76726
Venezuela,VEN,2022,99.11,98.39,98.75,98.75
Vietnam,VNM,1979,94.02294,96.10888,95.06591,95.06591
Vietnam,VNM,1989,93.40222,94.0826,93.74241,93.74241
Vietnam,VNM,1999,94.29809,94.76013,94.52911,94.52911
Vietnam,VNM,2000,94.05552,95.58781,94.821665,94.821665
Vietnam,VNM,2009,96.78113,97.39524,97.08818500000001,97.08818500000001
Vietnam,VNM,2019,98.53767,98.70862,98.623145,98.623145
Vietnam,VNM,2022,99.1395,98.96217,99.050835,99.050835
World,OWID_WRL,1975,69.72578,84.196,76.96089,76.96089
World,OWID_WRL,1976,69.79096,84.16471,76.977835,76.977835
World,OWID_WRL,1977,70.06393,84.1927,77.128315,77.128315
World,OWID_WRL,1978,70.94166,84.45613,77.698895,77.698895
World,OWID_WRL,1979,71.87089,84.76587,78.31838,78.31838
World,OWID_WRL,1980,72.72782,84.93192,78.82987,78.82987
World,OWID_WRL,1981,73.49137,85.07148,79.281425,79.281425
World,OWID_WRL,1982,74.23699,85.20111,79.71905000000001,79.71905000000001
World,OWID_WRL,1983,74.82867,85.28974,80.05920499999999,80.05920499999999
World,OWID_WRL,1984,75.57097,85.46079,80.51588000000001,80.51588000000001
World,OWID_WRL,1985,76.2215,85.64145,80.931475,80.931475
World,OWID_WRL,1986,76.81978,85.8095,81.31464,81.31464
World,OWID_WRL,1987,77.66162,86.26995,81.965785,81.965785
World,OWID_WRL,1988,78.00694,87.07106,82.539,82.539
World,OWID_WRL,1989,78.39178,87.1886,82.79019,82.79019
World,OWID_WRL,1990,78.86709,87.32387,83.09548000000001,83.09548000000001
World,OWID_WRL,1991,79.17342,87.4461,83.30976,83.30976
World,OWID_WRL,1992,79.56217,87.67781,83.61999,83.61999
World,OWID_WRL,1993,79.81309,87.93018,83.871635,83.871635
World,OWID_WRL,1994,80.20468,88.03568,84.12018,84.12018
World,OWID_WRL,1995,80.60313,88.15153,84.37733,84.37733
World,OWID_WRL,1996,80.99651,88.24078,84.618645,84.618645
World,OWID_WRL,1997,82.21173,88.71463,85.46318,85.46318
World,OWID_WRL,1998,82.79899,89.69721,86.2481,86.2481
World,OWID_WRL,1999,83.27399,89.84945,86.56172000000001,86.56172000000001
World,OWID_WRL,2000,83.30783,89.84373,86.57578,86.57578
World,OWID_WRL,2001,83.78752,89.96531,86.87641500000001,86.87641500000001
World,OWID_WRL,2002,84.35229,90.40752,87.37990500000001,87.37990500000001
World,OWID_WRL,2003,84.84263,90.8441,87.843365,87.843365
World,OWID_WRL,2004,85.4669,91.09299,88.279945,88.279945
World,OWID_WRL,2005,85.41296,91.39521,88.40408500000001,88.40408500000001
World,OWID_WRL,2006,85.84634,91.11684,88.48159,88.48159
World,OWID_WRL,2007,86.02529,91.10401,88.56465,88.56465
World,OWID_WRL,2008,86.63259,91.45271,89.04265,89.04265
World,OWID_WRL,2009,86.79044,91.42235,89.10639499999999,89.10639499999999
World,OWID_WRL,2010,87.23182,91.81145,89.521635,89.521635
World,OWID_WRL,2011,87.68657,91.86393,89.77525,89.77525
World,OWID_WRL,2012,88.37165,92.34192,90.356785,90.356785
World,OWID_WRL,2013,88.69036,92.42378,90.55707,90.55707
World,OWID_WRL,2014,89.35564,92.79603,91.075835,91.075835
World,OWID_WRL,2015,89.53124,92.70481,91.11802499999999,91.11802499999999
World,OWID_WRL,2016,90.09191,92.99129,91.5416,91.5416
World,OWID_WRL,2017,90.34842,93.1071,91.72776,91.72776
World,OWID_WRL,2018,90.151,92.91093,91.530965,91.530965
World,OWID_WRL,2019,90.93258,93.77393,92.35325499999999,92.35325499999999
World,OWID_WRL,2020,91.09054,93.78619,92.438365,92.438365
World,OWID_WRL,2021,91.28886,93.82138,92.55512,92.55512
World,OWID_WRL,2022,91.50804,93.88555,92.696795,92.696795
Yemen,YEM,1994,35.37773,82.80422,59.090975,59.090975
Yemen,YEM,2004,60.6,92.85,76.725,76.725
Zambia,ZMB,1990,65.52437,67.26935,66.39686,66.39686
Zambia,ZMB,1999,66.22681,72.6156,69.421205,69.421205
Zambia,ZMB,2002,66.31098,77.72512,72.01805,72.01805
Zambia,ZMB,2007,58.47755,70.30841,64.39298,64.39298
Zambia,ZMB,2010,86.50945,91.19563,88.85254,88.85254
Zambia,ZMB,2020,92.8,93.5,93.15,93.15
Zimbabwe,ZWE,1982,84.81224,93.82696,89.31960000000001,89.31960000000001
Zimbabwe,ZWE,1992,94.35344,96.54062,95.44703000000001,95.44703000000001
Zimbabwe,ZWE,2011,92.12456,89.59058,90.85757000000001,90.85757000000001
Zimbabwe,ZWE,2014,93.18835,87.59186,90.390105,90.390105
Zimbabwe,ZWE,2019,88.85,78.37,83.61,83.61
Zimbabwe,ZWE,2022,94.7,86.75,90.725,90.725
